EvaGreen at 20C Ct																																																																																																
		84	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	85	86	87	88	89	90	91	92	93	94	95	96
		VPA	GOI1	GOI2	GOI3	GOI4	GOI5	GOI6	GOI7	GOI8	GOI9	GOI10	GOI11	GOI12	GOI13	GOI14	GOI15	GOI16	GOI17	GOI18	GOI19	GOI20	GOI21	GOI22	GOI23	GOI24	GOI25	GOI26	GOI27	GOI28	GOI29	GOI30	GOI31	GOI32	GOI33	GOI34	GOI35	GOI36	GOI37	GOI38	GOI39	GOI40	GOI41	GOI42	GOI43	GOI44	GOI45	GOI46	GOI47	GOI48	GOI49	GOI50	GOI51	GOI52	GOI53	GOI54	GOI55	GOI56	GOI57	GOI58	GOI59	GOI60	GOI61	GOI62	GOI63	GOI64	GOI65	GOI66	GOI67	GOI68	GOI69	GOI70	GOI71	GOI72	GOI73	GOI74	GOI75	GOI76	GOI77	GOI78	GOI79	GOI80	GOI81	GOI82	GOI83	GOI84	GOI85	GOI86	GOI87	GOI88	GOI89	GOI90	GOI91	GOI92	GOI93	Neg Ctrl
77	RT327	18.48794859	13.73133366	10.8511078	14.81245434	16.37929772	11.92422427	12.26958181	10.71574406	10.16884725	14.57583032	9.3730963	6.518987878	9.974189413	15.35351703	10.79669417	13.5495252	15.73238293	14.63397096	12.24096235	14.30232287	10.04438158	10.69635784	19.58644265	13.67669779	7.185313192	13.36650738	7.769671939	15.46359497	19.20302185	7.327393005	7.68971921	11.51566138	9.805364853	6.771752644	8.017297724	15.20889747	21.12623257	17.44709263	10.39682992	11.77389927	19.14416753	8.137709489	9.332526316	15.59385545	11.2504451	12.82348956	14.33640563	7.446880157	11.29928621	5.843829043	11.76016527	13.60435126	7.785931541	7.48952961	7.112865146	14.5632797	16.81525816	10.48550515	11.04739367	12.40885688	10.11362609	13.44265803	16.04015415	14.65787238	11.61117073	14.43762481	6.690829116	8.898648566	14.33308858	10.74182271	9.918554571	5.980155225	5.962649869	13.7500151	10.18488284	14.02051096	16.78561371	8.505199796	16.55516884	10.91575785	7.567699762	13.09575991	12.62440838	6.3452051	12.65854513	7.14774277	12.6026488	13.41984884	12.47555871	12.703797	8.672213481	20.66408445	9.101561532	6.894530786	999
78	RT335	18.21847376	14.70600481	15.49664289	14.51168308	20.71032047	11.91966544	16.89596904	10.3801546	9.976490687	15.45584192	10.13526643	10.4294218	9.850935521	15.05821538	9.865143214	13.47970338	16.65839154	16.56650922	15.90694671	14.53546528	9.026582435	10.93853147	17.86296545	12.5054645	7.137467592	12.36080784	8.699001875	15.57328129	18.68314725	12.4700548	6.715287959	10.95622127	16.32389241	10.28579509	16.22169102	17.10277371	21.34738053	19.13980132	10.93015941	10.93666634	17.85191014	15.62041561	8.595981694	17.45460537	14.03238081	14.30541221	14.50794848	7.18334297	18.37011181	5.287853356	10.1723927	13.46087402	9.648877994	7.210864204	6.624013314	17.20174616	18.85173299	14.73619203	10.8883524	12.59091695	14.36868304	17.04651488	22.3995627	15.3548776	19.17526448	20.50152186	13.58573025	8.495631317	14.21498632	13.50267644	9.063673677	9.911002532	10.06316083	12.48306514	20.79309511	13.96342542	18.5733912	10.97597998	21.86725462	13.49828852	14.63719798	11.37862549	12.01894767	10.13315961	16.61513028	7.529346022	12.33025762	13.00039368	12.74628328	11.07458425	9.048194541	20.12945362	9.060847381	6.535940024	999
79	RT343	18.54290789	13.69248497	7.127614926	16.61669668	15.18133348	12.46199917	10.39356328	10.76514336	10.08105953	14.17629336	8.298484278	4.727947929	9.813695734	16.49860284	10.56109483	15.38311209	13.7684357	12.30637836	11.68955905	11.44554392	9.634069924	10.31933531	17.59513206	12.71845521	7.52534488	13.33594887	9.020757043	16.66256431	19.13511638	4.371292102	7.736506555	11.55888128	15.28555799	4.385165786	4.68355965	12.95985908	20.1033589	19.70289038	8.169755732	12.0702895	18.69222863	4.830242929	9.754494921	15.40143636	10.11819392	10.68689626	11.57644212	7.502541247	6.19956803	5.227126466	12.8354775	13.97998622	7.903219201	6.804499095	7.08738017	10.74915762	19.57428215	5.818046581	11.09295199	11.59642235	5.751783573	10.94910638	8.353313762	15.59245487	6.603556188	12.0595674	4.711485535	7.977848709	15.03787856	9.844359706	10.36420025	4.305137467	4.138372527	12.66915692	6.895806681	14.07346657	10.73053812	8.789206152	14.70575129	9.065829983	5.595597885	16.64052003	12.81018586	4.399110165	10.01747804	6.759914242	12.34179957	12.42670394	12.6761533	15.95210413	8.576886978	20.16554437	8.289638292	6.480183907	999
80	RT351	15.885463	13.90119271	9.419000107	15.21438044	14.95617028	11.68044102	10.71688043	11.35055142	10.26977087	13.98101433	9.982580578	6.870114312	10.53150249	17.1143171	9.547664891	14.14566183	15.15487656	14.70979109	12.58077644	12.95644477	5.921064262	11.03214608	15.2586666	12.37474849	7.468090465	13.14511387	8.894017114	14.99063606	16.90194356	6.457114474	7.569928351	11.41066153	14.94579948	6.561252941	6.72485933	15.29607495	21.30768084	17.42188226	10.15811484	12.08974006	17.54104313	6.692374553	9.005063395	15.01999321	12.44776738	13.19472118	12.79435484	7.135946986	9.162123312	5.667120076	11.81696746	14.7039896	6.908881739	8.755778972	6.585125713	12.05668853	16.85249196	8.722670908	11.19014454	12.95584517	8.390906689	12.59753523	14.69311659	15.42852086	9.561570257	13.27515322	6.361229217	8.773407235	14.34593959	11.99041872	10.51921756	5.456070724	5.54873432	14.54044167	9.332208486	14.20251055	15.75416165	10.17275663	15.16297947	9.757737102	7.320134489	14.56547905	12.80900805	5.481142879	12.20321628	7.282718983	12.46706104	13.44095299	12.85221621	13.90498939	8.638017803	19.89978565	8.798814381	6.955003394	999
81	RT359	15.73423697	13.98018943	12.72946247	13.65694577	18.09857886	11.12315913	13.8423792	10.91320223	10.01659913	15.2155526	10.47076332	10.35574479	10.03784832	16.43006268	8.761653675	12.64930156	18.13072402	15.93122433	16.27317616	18.72903496	5.912889126	10.68646552	15.09396003	11.76067647	7.190166491	13.18804086	8.753668776	14.37661215	16.42111545	11.25407397	7.136428503	10.49071631	17.84490007	10.2081996	12.93447026	16.33662552	23.41750953	15.92968114	12.28395238	11.52201405	17.07708151	12.53073896	7.821731265	15.83733635	13.6494391	15.10511532	18.991928	6.926094682	15.01288857	5.94652308	9.783534357	15.22698062	8.65779955	9.520241694	6.165260229	17.31402682	15.65298098	12.83436902	11.00465996	13.11355518	12.64426915	16.21652444	22.60766332	16.67466097	16.42036078	17.77764331	11.3436575	9.739084894	12.28353374	13.01833356	9.757937454	9.938628163	10.13396164	12.49066232	17.65604717	14.20024304	20.12009959	10.75295642	21.64520982	13.07038701	12.43495251	11.45243861	12.50820083	10.79785392	14.69347515	6.811263592	12.50612806	14.21656454	13.66430606	11.14727927	8.704064499	20.50004201	9.059192746	6.876963507	999
82	RT367	16.68517213	14.46660693	9.672916419	15.80508287	15.73718714	12.04653808	11.05373526	11.46868824	10.84990159	14.81455552	10.02656318	6.568144585	10.92403309	17.94103015	9.941057768	14.60862689	16.32121773	14.47483791	13.23262876	15.06658228	6.949012669	11.05499012	16.23849183	12.69700901	8.070490881	14.07408364	9.649617037	15.83088076	17.45084332	5.476892649	8.28163483	11.77847549	19.15653778	6.245571956	5.787437933	15.27898053	22.20658032	18.9226843	10.29280753	12.66698631	18.10504609	5.876394856	9.566514399	15.50696309	11.9293165	13.27467181	15.11887325	7.758608704	8.291754802	6.247623155	12.66687287	15.68219145	7.821864005	9.591477796	7.31628003	12.88125999	18.77135646	9.265250076	11.70588429	13.44270422	8.789202384	12.8379393	12.43892999	17.21471061	8.764516194	12.80081116	5.997869338	9.628544704	14.46150716	11.51387607	11.1348284	5.234797959	5.27609823	13.31001198	9.070775499	15.03816633	16.08775267	9.795059358	15.47469202	10.35106605	6.833653682	15.52864302	13.42873652	5.41836765	11.6151029	6.993759762	13.19062233	13.81427409	14.20909166	14.90826866	9.105658971	21.18376086	9.074047073	7.465091103	999
85	RT296	16.91162204	13.71895387	13.56910213	15.44892699	15.78496039	10.70485102	14.15109752	10.46732848	10.24996861	14.60267825	9.054612551	7.221190489	9.646234099	16.78016416	10.32987947	13.96359392	15.09423396	15.69617752	13.61610863	13.37118826	5.75507348	10.84353813	16.41024891	12.1483994	7.812423547	13.46467912	9.932599015	15.6441587	19.230682	9.297944516	7.342087491	10.7190426	19.54327918	6.663163234	11.48767506	16.20990091	21.81788997	21.06682593	10.08855101	11.93501992	18.13019837	10.97987628	8.537167513	17.65023195	13.36490128	11.69261425	13.62234611	7.612290631	12.95401405	5.822931675	11.5230553	14.45693565	9.254049335	8.766160229	6.513885877	12.76997711	21.5386759	12.586354	11.00850551	13.88548816	11.95315546	14.23426631	18.92191582	15.52991491	13.41150494	15.6750374	7.710550614	8.90940764	14.31681297	12.84423914	10.5820843	7.130426084	7.246201678	12.909252	13.33434415	14.74273258	15.36656334	10.74249944	17.43216186	12.81550474	8.727218285	13.26084844	12.97001458	7.537640573	14.85447633	7.002530495	12.8196709	13.11781088	12.56927539	12.93783168	8.72714357	19.75364895	9.226643077	6.951635097	999
86	RT304	17.91858512	14.5168678	15.52233842	14.75350789	20.02519802	11.55022626	15.32677422	10.83564147	10.1540038	15.06337943	10.12559498	10.56787882	10.53645308	15.38975421	11.05713151	13.68203231	17.78717613	17.16765301	14.34322484	15.09171294	8.417529013	10.56455723	17.42560203	10.05634243	7.369893443	12.88380336	8.812937561	16.39307072	16.6522277	11.94621458	7.079467952	10.98948028	11.82131163	10.26540321	13.87503331	17.61977894	20.58012367	17.5404661	11.34093835	11.43988517	17.22043003	13.5709778	9.298303866	17.66996046	14.18511333	14.49547506	15.16949627	7.555641232	16.82829469	5.507157874	10.53049328	13.39324309	9.347487428	8.145931825	6.500561902	17.10626827	17.27467382	14.93694854	10.97109149	13.96212136	14.69927235	17.07488103	19.58147599	15.19321279	17.31883647	19.62029525	12.12705072	8.857539425	14.38560059	13.6082502	9.542019298	10.20856205	10.26524588	10.0884047	17.1161792	14.46541994	19.48503756	10.06312349	22.86504726	13.74064134	13.52608094	11.76603688	12.621303	10.25668408	15.73854242	7.447227078	12.65808819	13.84166085	13.64719897	11.3350951	9.12557161	20.56842632	9.343520894	6.662798783	999
87	RT312	16.54928561	14.6844512	11.42550023	14.59723207	16.080448	11.75534816	9.111573925	11.70648126	10.95276488	13.90371975	10.19825271	7.299573971	11.7103423	15.8687301	10.58970015	13.37135446	13.54866463	14.87901124	13.6820165	11.76236062	6.925061654	11.58939785	15.89844106	12.97332056	8.211751949	13.75585388	9.590638834	14.82119218	17.6362411	6.222206526	8.580687122	11.48770782	16.32585061	7.204944508	6.618392837	15.56132815	19.3273922	18.52937869	10.00618953	12.79207407	18.5354956	6.69713098	9.10298627	15.59201645	13.3232241	13.09195938	11.9063544	8.328754127	8.940561886	5.900228374	12.81703463	14.97610543	8.195763853	9.191250753	8.401390045	12.4586108	18.5509482	10.89734792	11.97330893	14.43500948	10.47250865	13.65320616	14.87430856	14.75060314	9.385485737	13.24230362	6.530822789	9.316981201	14.84504319	12.92888156	11.77535792	5.895514556	6.045152468	14.12492197	11.35952743	14.92545606	14.95236326	9.437325034	14.45940816	11.94400944	7.241862758	15.49768707	13.65836825	6.167249636	12.44569323	9.035423949	13.32558379	14.4123066	14.49757129	14.96653387	9.486096982	21.14194782	9.333997456	7.795619959	999
88	RT320	17.25854991	14.13341501	8.810268188	15.50164873	17.81882633	12.11037335	11.98570732	11.58338488	10.34992353	13.86019211	11.60721932	10.46723499	10.07693951	16.60448694	10.05058381	14.19182984	19.74365179	13.69448421	13.41740019	17.18637695	8.784856182	10.65018889	16.89172551	13.16162388	7.37522604	13.86060366	8.671144022	16.31185901	19.17593304	9.015817435	7.983288663	11.76896606	13.85798391	10.26977868	9.455062505	14.39129651	21.00800591	13.77771923	11.9474408	11.76522426	19.17109302	9.475354527	9.4450057	16.3745745	13.98247945	15.00224313	17.31918656	7.511168085	13.74874875	5.841438897	11.65676649	13.7803117	6.787249852	8.297026102	7.246594848	15.83699365	13.20156714	9.840484853	11.02520201	12.55995092	9.528813801	16.13771674	17.78685544	14.96316885	14.22803491	16.00462513	8.220695148	9.207326211	13.14123042	13.53891408	10.31853987	7.662069234	7.910928063	13.99894017	12.81878108	14.31846804	18.67025685	9.189871625	19.69947078	10.8799807	9.264825034	12.10365122	12.53694945	8.152564015	13.7929707	7.403105467	12.78818313	14.25587403	13.20246171	11.77364392	9.246275488	19.96063977	9.652186692	6.991021338	999
89	RT328	17.93766761	14.09274026	7.996439213	15.91656985	15.54012692	12.38282198	9.718625955	11.61495691	10.22122928	13.12004229	10.96225449	8.143771927	9.929710327	16.79119701	10.73131184	14.62038015	17.91500486	12.89262968	12.62086206	15.23127454	8.562969762	10.71535272	18.73559813	13.54133069	7.341550548	13.9687788	8.49545968	16.55251836	19.44435904	6.083444277	8.184030067	12.09302668	13.64491877	8.04567459	5.996028264	13.69338534	21.7261471	14.55406785	11.44323418	11.98879041	18.94117945	6.190387987	10.32149265	15.30314068	11.89175191	13.64368957	15.24624226	7.510006269	9.127057099	5.732317735	12.58891875	13.60772183	6.223725508	8.136162588	7.336783248	13.3424261	13.95693732	8.906190729	11.16386394	12.59852833	8.363517114	15.41213186	14.28672256	14.46033675	9.423777197	13.52704164	5.77276931	9.002888014	13.54726127	11.56420901	10.61470738	5.667383875	5.70060038	13.91473436	8.171117192	14.04455627	17.72014605	8.521309955	16.68998818	9.601980213	6.662000376	13.44618158	12.6197227	5.944325459	12.10867038	7.05444893	12.5284384	14.17847425	12.73245532	13.14433256	9.146955964	19.79120405	9.273041592	6.921101671	999
90	RT336	17.06410957	14.62403206	13.80479101	14.86941972	19.60266799	11.80517183	15.82232506	11.34219221	10.40085827	15.16002409	10.86522138	10.63186598	10.24861959	16.22210421	8.860996807	13.76980056	16.82892133	15.13005408	16.38590358	17.64408454	8.984885909	11.06623547	16.64766405	12.79201334	7.227547962	13.15288058	9.003577427	15.60595793	19.01198445	11.87053885	7.184682193	11.18216937	16.55717361	10.47072575	14.30594326	15.70014197	20.78797552	17.6436231	12.15417577	11.61358364	18.98810812	13.94188638	7.873466228	17.68658773	13.7063965	15.32146331	17.51262991	7.149349676	17.07875788	5.825552182	10.51901717	14.06693646	7.977779059	8.182829677	6.807442798	17.9462622	17.2267567	13.45154344	11.1654829	12.53142289	12.92625884	16.93282321	22.2080553	16.23776947	18.0461715	18.15629415	12.2705589	9.039935798	13.86604139	13.26770925	9.734664278	9.82585339	9.805583059	13.38046161	18.71711026	14.61965747	19.84318047	9.092418671	21.51526009	13.49430883	13.47549334	11.53116043	12.72228248	9.991587942	15.40519089	7.53422679	12.78465865	14.10806896	13.51575449	11.20715468	8.988501577	21.78210585	9.420251779	6.939852447	999
91	RT344	16.55833451	14.61527472	10.23244978	16.052021	14.67186696	12.81744407	11.31376231	11.98882339	10.87114681	13.5385414	10.77367008	6.617396821	10.49558972	17.37272113	11.60355797	14.96526521	16.50791313	14.06072731	15.53980924	17.47431791	8.856669438	12.27694133	16.12198166	13.74786402	7.807051288	14.4779071	9.824203767	15.56878037	19.54406771	6.483722305	8.500035995	12.14643557	16.33118539	6.193278165	6.943591458	14.89214164	20.82340261	17.69192194	11.23654512	12.91623138	19.44524751	7.129466417	10.18762923	15.92762276	12.25825956	13.44238461	17.33204452	8.108946129	9.050414576	6.577011589	12.62622165	15.45526828	8.200487218	9.430476416	8.058473774	14.54104005	17.31476115	9.585660366	12.0113469	13.1715095	9.095967566	15.40999376	13.60617656	16.9621999	9.383913944	12.65282033	6.085671479	9.892060593	14.57934546	11.6558954	11.37214315	5.361188493	5.394411459	15.97786569	9.43000389	14.59994998	17.04531442	8.714494279	15.32243704	10.8570397	6.993126872	14.93849475	13.44341047	5.751279317	12.55626771	7.975271852	13.48441438	14.93824474	13.66363449	14.60343091	9.140674123	20.72026141	9.648236605	7.500359272	999
92	RT352	15.01889743	14.78546952	10.17661351	14.81739573	15.88458517	11.91380095	10.43884298	12.79723253	11.53026704	13.84985559	10.71764216	7.188454508	11.29161835	17.78115635	10.38662597	13.74578956	17.36391875	14.97154116	13.70690919	16.51803131	7.011460131	12.24138927	14.06211803	11.63758228	7.926119217	14.60699975	10.29013952	14.77872529	18.30286692	7.534309842	8.401453374	11.51017376	12.2927658	7.142192887	7.456366706	15.61435704	21.74998005	19.40782904	10.95947064	13.42484093	19.27412709	7.536096829	9.625763206	14.85987796	15.3539858	14.28047533	16.71079932	8.11051195	9.930393479	6.830716304	13.2639952	16.32334235	7.459939795	10.8482961	8.43275268	13.29321517	19.40298079	10.38144927	12.46673763	14.99953626	9.893375291	14.28089849	15.80314399	16.76460959	10.36240451	13.44212009	6.401615391	9.986317652	14.19955209	14.01355651	12.1790941	6.108524711	6.212215539	16.44566828	10.09123078	15.03887418	18.0352187	9.166649076	15.00760501	10.32870267	7.336780315	16.00173025	14.542039	5.987104414	13.00503931	10.04401027	14.18434862	14.27838569	12.31407395	14.92495972	9.66915149	22.97992086	9.960409689	7.915362128	999
93	RT360	16.98179841	14.42512673	9.347848598	16.45199437	15.5747718	12.99741575	9.889977333	11.95797425	10.82344917	12.91658278	10.47313278	6.570048197	10.40884122	16.52378708	12.00624163	15.33659848	15.80259611	14.02741835	13.8533212	14.59762368	8.522348093	11.43187345	16.2228437	13.92906634	8.027284661	14.3309061	10.12061116	16.12992453	18.77460762	5.776413985	8.809054704	12.71887866	15.91758829	6.486567095	5.697919181	14.84702498	21.25788289	18.71378752	10.67904056	12.4585799	19.25482999	5.92403372	10.80644684	15.83875079	12.18399315	13.13243919	14.75640786	8.142872985	7.518097654	6.208511099	13.70307947	14.95951526	7.704624791	9.131110503	8.311795676	12.50205179	18.04235632	9.140046368	11.91094363	12.0014767	8.777962612	15.89897548	12.2795784	15.97908974	7.825203442	13.47593391	5.84638081	9.262634106	15.69807567	11.79614801	11.40250129	5.329270889	5.317085252	16.31590756	8.36827942	14.66856214	16.2526719	9.5568	16.44324693	10.51529548	6.779204572	15.77829777	13.34103194	5.761795317	11.6779679	8.07211666	12.9655525	14.61212358	14.12984982	15.08838394	9.743973903	20.91535591	9.698815706	7.324215386	999
11	RTmixAv	16.6009292	14.05302149	9.124667551	14.56847717	16.39357837	11.81615518	11.32377251	11.18234802	10.61307884	14.65415506	10.00509764	6.94926828	10.55178066	16.06757871	9.994863297	13.43310549	15.60176005	14.67026763	12.6405455	12.06748521	6.789934792	10.99554154	16.37452358	12.0097815	7.662881023	13.40190531	9.253712408	14.86460303	17.48733637	7.038531876	7.760121939	11.27155349	13.41817705	6.868313932	7.509050054	15.34539105	19.55404492	16.15170628	10.50054984	12.07701241	18.09439877	7.558207793	8.894058628	16.50112103	12.37825402	13.17841666	11.92534647	7.702338807	9.612946248	5.836648293	11.14789512	14.41873805	7.531789627	8.543165717	6.907848236	12.77365309	15.43526919	9.617166105	11.13482269	13.17752816	9.017013462	12.94204214	13.22448054	14.35008405	9.779776162	13.99483422	6.891093429	8.93590044	13.79719629	11.9254634	10.27329697	5.946726092	6.013473233	12.23344073	9.846580947	14.28806733	15.25765967	9.629356183	16.38876922	10.73972306	7.905150384	12.5366329	12.81204578	6.319734038	12.66134634	7.451307437	12.78276091	13.74751933	12.86037365	12.37624826	8.918961087	20.81137872	9.347092796	7.022539537	999
12	RTmixApr	16.62896168	14.24020271	9.481669114	14.89608757	16.40130141	11.92293442	11.56201432	11.39690118	10.79528156	14.7043341	10.03573557	7.650940256	10.79649371	16.24693481	10.35481092	13.68035332	15.71271936	14.84988157	12.76401004	12.31466668	6.931767005	11.33046259	16.7054088	12.23293405	7.896599494	13.80977631	9.377375365	15.28952215	17.81604279	7.26983707	7.966666839	11.63477447	13.71220011	7.014005284	8.127302892	15.50835643	19.96743315	16.67536093	10.59791845	12.20570487	18.38456857	7.757087778	9.098332402	16.55676245	12.56258136	13.36347229	12.59209116	7.538134617	9.847851612	5.968188873	11.44745821	14.63734445	7.740491081	8.733045857	7.133482685	12.79832066	15.76941715	9.926622582	11.36350991	14.4809419	9.065591942	13.00718267	13.42546202	14.5774852	10.37559751	14.29098307	7.026026783	9.231590412	13.90727806	12.1169503	10.34470608	6.193489392	6.665175677	12.90528046	9.886699109	14.56851988	15.41871403	9.724900583	16.33033165	10.77885299	7.80733181	12.89998737	13.06583552	6.541773544	12.78428996	7.638484365	13.03723283	13.80882021	13.03853306	12.62128171	9.096265174	21.6472518	9.53572841	7.12918107	999
83	gDNA 5	25.1024578	999	999	999	999	25.33950365	999	999	25.65082368	999	999	999	999	999	999	999	999	999	999	999	24.89690885	999	23.76641878	22.33541965	18.48330495	999	26.11040938	999	999	23.78188412	999	999	24.23638045	999	24.75371663	999	25.036821	31.6094676	23.64904307	999	999	24.57826203	999	999	999	999	999	18.99659669	999	999	999	999	999	999	999	24.33000004	27.49528825	25.20358192	24.96745101	999	999	24.71369317	999	20.39977344	999	23.25674202	25.8515565	999	24.96289567	23.42688763	23.97829185	999	999	999	999	25.34224007	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	32.13659914	999	20.12876986	999
95	gDNA 50	21.69618558	999	999	999	27.68222236	33.56608264	999	999	22.27620509	999	999	999	29.99095544	999	999	999	999	999	999	25.28748442	22.09657007	999	19.96820783	19.19829325	14.94904594	999	23.51098755	999	999	21.99782282	999	26.43569111	22.81913793	26.95967512	24.96361874	999	999	999	23.19189272	999	999	21.64213246	29.8123137	22.29618908	999	24.27103622	999	15.37737103	21.81294379	25.92303837	20.72245749	999	999	999	999	23.02979083	999	21.60091554	24.55153836	999	999	22.85550812	999	20.88681727	999	23.41160198	25.58627183	999	22.26779507	21.20053282	23.68142738	31.42777333	25.28247341	999	999	21.95901736	999	23.12022787	999	999	25.33291901	999	999	999	24.69007574	999	999	999	999	22.0842615	999	24.31547161	999	16.45497035	999
84	gDNA 500	18.61687647	999	999	22.9131197	25.33254264	26.58890181	999	25.03943358	19.04390566	26.47114019	999	999	22.92022733	24.24706927	24.41501456	999	27.84017458	999	999	22.01613528	18.08534891	999	17.0668602	15.70026026	11.4650921	999	19.78311547	999	999	17.99300413	999	25.02482786	19.20255944	25.73367746	24.41830542	999	25.61673871	25.25011114	18.7432813	999	999	18.47482068	28.95741364	18.73085031	25.72620945	20.38120774	999	12.04567474	17.75393741	24.97861901	17.51912396	999	999	24.61957322	24.63283316	19.78858166	999	17.58830649	20.57644049	999	26.83099168	18.81192772	999	21.50862287	999	20.81095779	24.47779531	999	18.76479969	17.43814528	19.49455784	23.90227113	26.97658746	999	25.9097044	18.71622434	999	19.6343471	27.52736693	999	21.51800426	999	999	999	999	999	999	999	25.20926151	18.67936721	999	29.21645095	999	13.00193219	999
96	gDNA 5000	14.54586132	999	999	20.59695765	22.62194545	25.91295228	999	23.90647118	16.42216335	999	999	999	24.68974223	22.43552403	23.35200266	999	999	999	999	19.07955572	14.60728833	999	13.15066552	11.90876204	7.794686098	999	16.72609051	999	999	14.67939475	999	22.58461577	16.31785271	25.97780859	22.31685179	999	23.15122441	24.41127697	15.87640206	999	999	14.69132702	25.07791361	15.8301248	24.15269432	17.80445562	999	8.746064035	13.72799647	27.60029804	13.81182942	24.23464776	999	23.98044016	23.96047093	16.68974872	999	13.98423092	17.70146655	999	25.88142452	15.06426015	999	21.67903865	30.24370993	18.34069663	23.76687099	999	14.78568199	13.73380257	15.88730944	23.03137594	999	999	24.77953598	15.51380551	999	17.4257228	999	999	18.27741543	999	999	999	23.64709602	999	999	23.87925206	23.89807147	15.53362429	999	25.15193479	999	9.413971314	999
94	NegCtrl	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	25.5409447	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	29.76546746	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	22.22830506	999	27.28953328	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	30.68738594	999	31.81443172	999

Quality Results																																																																																																
		84	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	85	86	87	88	89	90	91	92	93	94	95	96
		VPA	GOI1	GOI2	GOI3	GOI4	GOI5	GOI6	GOI7	GOI8	GOI9	GOI10	GOI11	GOI12	GOI13	GOI14	GOI15	GOI16	GOI17	GOI18	GOI19	GOI20	GOI21	GOI22	GOI23	GOI24	GOI25	GOI26	GOI27	GOI28	GOI29	GOI30	GOI31	GOI32	GOI33	GOI34	GOI35	GOI36	GOI37	GOI38	GOI39	GOI40	GOI41	GOI42	GOI43	GOI44	GOI45	GOI46	GOI47	GOI48	GOI49	GOI50	GOI51	GOI52	GOI53	GOI54	GOI55	GOI56	GOI57	GOI58	GOI59	GOI60	GOI61	GOI62	GOI63	GOI64	GOI65	GOI66	GOI67	GOI68	GOI69	GOI70	GOI71	GOI72	GOI73	GOI74	GOI75	GOI76	GOI77	GOI78	GOI79	GOI80	GOI81	GOI82	GOI83	GOI84	GOI85	GOI86	GOI87	GOI88	GOI89	GOI90	GOI91	GOI92	GOI93	Neg Ctrl
1	RT289	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Fail
2	RT297	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Pass	Fail
